id;date;x;y;domain_en;domain_fr;domain_nl;kind_en;kind_fr;kind_nl;action_en;action_fr;action_nl;action_amount;materials_en;materials_fr;materials_nl;municipality;nis_code;insee_code;gbif_code
21770;16/07/2020;110938.75906240883;161668.07062712405;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;Fish traps=1;Nasses à écreuvisse / à poisson=1;Fuiken=1;BRAKEL (BE);45059;;5219858
21769;16/07/2020;110904.55094525818;161586.97468364425;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;Fish traps=3, Conibear trap=1;Nasses à écreuvisse / à poisson=3, Conibear=1;Fuiken=3, Conibearklem=1;BRAKEL (BE);45059;;5219858
21812;29/07/2020;107427.94616125307;170510.55558271054;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;9;Follow-up=3, Conibear trap=3;Suivi=3, Conibear=3;Opvolging=3, Conibearklem=3;BRAKEL (BE);45059;;5219858
21827;31/07/2020;110896.28472315354;161616.64876269456;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;Conibear trap=1;Conibear=1;Conibearklem=1;BRAKEL (BE);45059;;5219858
21857;4/08/2020;104508.4337055735;217790.13643581606;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;11;Fish traps=2, Conibear trap=5;Nasses à écreuvisse / à poisson=2, Conibear=5;Fuiken=2, Conibearklem=5;ASSENEDE (BE);43002;;5219858
21995;25/08/2020;93752.54135274887;168684.30096603837;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Identified;Observé;Vastgesteld;0;Fish traps=4;Nasses à écreuvisse / à poisson=4;Fuiken=4;WORTEGEM-PETEGEM (BE);45061;;5219858
22003;26/08/2020;94443.48018027552;169851.93190422468;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Identified;Observé;Vastgesteld;0;Fish traps=5;Nasses à écreuvisse / à poisson=5;Fuiken=5;OUDENAARDE (BE);45035;;5219858
2163;12/01/2018;101590.10395300383;216582.17127832584;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;SINT-LAUREINS (BE);43014;;5219858
14001;12/04/2019;84216.59682547973;215649.42158334143;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
16724;30/08/2019;113780.15260295555;159778.91329529695;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
17383;27/09/2019;119115.3687754024;165016.5081515275;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;6;;;;GERAARDSBERGEN (BE);41018;;5219858
17357;7/10/2019;91982.38146870653;158472.7287553735;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;RONSE (BE);45041;;5219858
17518;11/10/2019;84148.68067045302;215905.9586270759;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
18166;28/11/2019;108905.22001711243;161740.677475187;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;7;;;;BRAKEL (BE);45059;;5219858
18467;16/12/2019;101378.83847919316;215145.98877528217;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;ASSENEDE (BE);43002;;5219858
18465;16/12/2019;101273.54786689172;215121.14152274746;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
18461;16/12/2019;101698.64230186962;215306.78928729892;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
18459;16/12/2019;101993.26073810986;215435.24299867637;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
18457;16/12/2019;102456.74330075123;215710.93014811445;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;ASSENEDE (BE);43002;;5219858
18537;19/12/2019;105328.9433173446;214193.3415890569;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;ASSENEDE (BE);43002;;5219858
18533;19/12/2019;103475.96303842454;215621.34068557248;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
18704;6/01/2020;94443.1243343197;169851.59081618953;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;OUDENAARDE (BE);45035;;5219858
18715;7/01/2020;108865.24217278352;161733.0037361104;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;BRAKEL (BE);45059;;5219858
18697;8/01/2020;114251.30259170389;165771.75992567092;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;4;;;;LIERDE (BE);45063;;5219858
18721;9/01/2020;84160.89315609123;215560.35977718793;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;MALDEGEM (BE);43010;;5219858
18736;9/01/2020;101248.95742999512;215088.96224022843;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
18733;9/01/2020;101462.30629071963;215173.1895326944;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;ASSENEDE (BE);43002;;5219858
18809;14/01/2020;104632.03542987314;213725.1527507743;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
18795;14/01/2020;101202.81973803372;215069.8362148963;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
18830;16/01/2020;107011.96506861623;164783.38503671717;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;BRAKEL (BE);45059;;5219858
19292;22/01/2020;100448.09373047977;175337.25083657075;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;OUDENAARDE (BE);45035;;5219858
18948;23/01/2020;103076.84824970421;210438.72130065504;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
18966;24/01/2020;117855.10024243784;167292.35472244862;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;GERAARDSBERGEN (BE);41018;;5219858
18965;24/01/2020;107684.2273094459;172407.3887316063;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;ZOTTEGEM (BE);41081;;5219858
19085;28/01/2020;84146.4630771543;215904.5403327085;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;;;;5219858
19104;28/01/2020;104404.12010298077;216971.8382121995;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
19120;30/01/2020;101356.09111891742;215159.1192814391;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
19117;30/01/2020;96651.23340683687;160641.32285035495;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;RONSE (BE);45041;;5219858
19190;4/02/2020;107446.94108910738;170428.99257992674;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;BRAKEL (BE);45059;;5219858
19209;4/02/2020;83915.15436289155;216668.39028928615;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;MALDEGEM (BE);43010;;5219858
19229;6/02/2020;102977.50350079752;218477.77611885313;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
19253;7/02/2020;117857.21471492037;167257.9235184025;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;GERAARDSBERGEN (BE);41018;;5219858
19494;24/02/2020;94617.65184244735;169865.53844098188;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;WORTEGEM-PETEGEM (BE);45061;;5219858
19627;5/03/2020;108864.5654741495;161734.87790513504;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;BRAKEL (BE);45059;;5219858
19720;10/03/2020;113755.27615150687;159802.656931106;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;GERAARDSBERGEN (BE);41018;;5219858
19747;12/03/2020;107074.33907976738;164756.7762397565;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;BRAKEL (BE);45059;;5219858
19826;18/03/2020;106543.32436726817;173870.72402397636;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ZWALM (BE);45065;;5219858
19840;19/03/2020;92808.59399938145;158128.1441663811;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;;;;5219858
19883;24/03/2020;104471.58193734573;217228.71436328907;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;ASSENEDE (BE);43002;;5219858
19885;24/03/2020;117366.50304901993;167084.41537369322;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;GERAARDSBERGEN (BE);41018;;5219858
19900;27/03/2020;105318.47724646574;214205.1361522954;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
19893;27/03/2020;89564.89646041348;186661.25677065738;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;DEINZE (BE);44011;;5219858
19899;27/03/2020;104676.81296806881;213986.2880808264;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ASSENEDE (BE);43002;;5219858
19911;30/03/2020;96966.92266549318;157525.9555438431;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;;;;5219858
19965;3/04/2020;115698.71634918879;166239.7490415331;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;GERAARDSBERGEN (BE);41018;;5219858
19969;3/04/2020;115963.30167940978;167205.3286769148;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;GERAARDSBERGEN (BE);41018;;5219858
19980;7/04/2020;115829.7952838112;166334.54970246367;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;GERAARDSBERGEN (BE);41018;;5219858
19983;7/04/2020;108533.05068302355;166953.4701356087;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;BRAKEL (BE);45059;;5219858
19985;7/04/2020;107938.15719755634;166294.024006729;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;BRAKEL (BE);45059;;5219858
20113;14/04/2020;91912.08626645837;171393.08853052836;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;WORTEGEM-PETEGEM (BE);45061;;5219858
20112;14/04/2020;92432.29373304744;171446.7238057172;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;WORTEGEM-PETEGEM (BE);45061;;5219858
20110;14/04/2020;109892.42036851651;161551.33288248535;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;5;;;;BRAKEL (BE);45059;;5219858
20111;14/04/2020;90875.03790140295;170944.87118715607;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;WORTEGEM-PETEGEM (BE);45061;;5219858
20151;16/04/2020;93262.22725713332;157841.43787147198;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
20152;16/04/2020;108029.50695982316;160471.84819292184;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;BRAKEL (BE);45059;;5219858
20165;17/04/2020;112914.8009845794;161645.41677010152;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;GERAARDSBERGEN (BE);41018;;5219858
20171;17/04/2020;112198.0631441852;161889.22371813748;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;GERAARDSBERGEN (BE);41018;;5219858
20230;21/04/2020;112829.61866822424;161476.3548465995;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;4;;;;GERAARDSBERGEN (BE);41018;;5219858
20226;21/04/2020;101167.06273098418;211694.83598126099;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;ASSENEDE (BE);43002;;5219858
20264;23/04/2020;93776.55495376364;157917.56504100095;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
20265;23/04/2020;93764.9031296591;157912.7840700997;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
20448;30/04/2020;98355.96506943557;160775.08148620557;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;RONSE (BE);45041;;5219858
20487;5/05/2020;113975.2404617058;162029.3721468132;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;GERAARDSBERGEN (BE);41018;;5219858
20486;5/05/2020;114083.35418681282;162035.86135406047;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;GERAARDSBERGEN (BE);41018;;5219858
20659;12/05/2020;82171.18687082364;217572.49550128728;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
21020;26/05/2020;81932.11375274109;217847.4734700853;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;MALDEGEM (BE);43010;;5219858
21010;26/05/2020;107437.89659099074;170494.74473388307;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ZOTTEGEM (BE);41081;;5219858
21012;26/05/2020;107433.24428330586;170504.68330125604;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ZOTTEGEM (BE);41081;;5219858
21209;11/06/2020;93266.63165720525;157836.72912687156;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;4;;;;;;;5219858
21214;11/06/2020;93299.29744688612;157867.04592014384;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;;;;5219858
21215;11/06/2020;93256.98340304694;157828.59029915743;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;;;;5219858
21804;23/07/2020;107457.81274922931;170425.11079801992;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;BRAKEL (BE);45059;;5219858
